UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8252,H18252,H,302.3,311.4,1389,46.0,115,0,0,0,0,0,0
8253,L18253,L,302.2,312.6,1559,47.5,123,0,0,0,0,0,0
8254,M18254,M,302.3,312.4,1481,35.4,82,0,0,0,0,0,0
8255,L18255,L,302.3,313.7,1376,41.1,55,0,0,0,0,0,0
8256,H18256,H,302.3,314.8,1485,44.2,62,0,0,0,0,0,0
8257,L18257,L,302.3,311.0,1502,44.4,131,0,0,0,0,0,0
8258,H18258,H,302.3,312.5,1559,42.5,247,0,0,0,0,0,0
8259,M18259,M,302.3,312.5,1261,37.4,138,0,0,0,0,0,0
8260,M18260,M,302.3,312.3,1539,45.9,130,0,0,0,0,0,0
8261,L18261,L,302.3,311.2,1449,46.0,154,0,0,0,0,0,0
8262,L18262,L,302.3,311.3,1581,39.1,110,0,0,0,0,0,0
8263,M18263,M,302.2,312.4,1500,35.3,207,0,0,0,0,0,0
8264,L18264,L,302.2,311.3,1467,35.6,171,0,0,0,0,0,0
8265,H18265,H,302.2,312.4,1482,48.2,145,0,0,0,0,0,0
8266,L18266,L,302.1,311.8,1533,45.7,157,0,0,0,0,0,0
8267,M18267,M,302.1,312.2,1591,39.9,215,0,0,0,0,0,0
8268,L18268,L,302.0,311.1,1411,38.8,69,0,0,0,0,0,0
8269,M18269,M,302.1,312.3,1466,29.4,174,0,0,0,0,0,0
8270,M18270,M,302.1,311.2,1647,39.5,33,0,0,0,0,0,0
8271,L18271,L,302.0,312.2,1464,32.9,118,0,0,0,0,0,0
8272,L18272,L,302.0,313.4,1537,41.0,75,0,0,0,0,0,0
8273,L18273,L,302.0,312.3,1377,47.1,41,0,0,0,0,0,0
8274,M18274,M,302.0,312.3,1329,34.1,22,0,0,0,0,0,0
8275,M18275,M,302.0,312.8,1396,41.4,227,0,0,0,0,0,0
8276,M18276,M,302.0,310.5,1431,46.0,39,0,0,0,0,0,0
8277,M18277,M,301.9,313.6,1604,41.3,14,0,0,0,0,0,0
8278,L18278,L,302.0,310.9,1615,36.9,114,0,0,0,0,0,0
8279,L18279,L,302.0,312.9,1307,40.1,207,0,0,0,0,0,0
8280,L18280,L,302.0,312.7,1446,45.7,236,0,0,0,0,0,0
8281,L18281,L,302.0,311.1,1570,41.6,56,0,0,0,0,0,0
8282,H18282,H,302.0,313.0,1489,40.0,110,0,0,0,0,0,0
8283,H18283,H,302.1,312.6,1650,46.9,141,0,0,0,0,0,0
8284,L18284,L,302.0,313.9,1567,43.1,206,0,0,0,0,0,0
8285,M18285,M,302.0,312.2,1473,32.8,139,0,0,0,0,0,0
8286,H18286,H,302.0,311.9,1482,43.8,106,0,0,0,0,0,0
8287,L18287,L,302.0,311.5,1494,45.7,116,0,0,0,0,0,0
8288,L18288,L,302.0,310.3,1415,32.6,34,0,0,0,0,0,0
8289,L18289,L,302.0,311.7,1594,26.4,152,0,0,0,0,0,0
8290,M18290,M,302.0,311.8,1574,33.7,77,0,0,0,0,0,0
8291,H18291,H,302.1,312.3,1545,39.4,1,0,0,0,0,0,0
8292,M18292,M,302.0,310.6,1524,46.1,17,0,0,0,0,0,0
8293,L18293,L,301.9,311.7,1398,34.7,34,0,0,0,0,0,0
8294,L18294,L,301.9,312.5,1550,43.3,8,0,0,0,0,0,0
8295,M18295,M,302.0,312.7,1513,22.6,138,0,0,0,0,0,0
8296,H18296,H,302.0,310.1,1700,41.1,217,0,0,0,0,0,0
8297,M18297,M,301.9,312.7,1371,37.6,66,0,0,0,0,0,0
8298,M18298,M,301.9,311.7,1428,52.6,68,0,0,0,0,0,0
8299,L18299,L,301.9,311.7,1341,28.6,223,0,0,0,0,0,0
8300,H18300,H,301.9,309.5,1478,39.9,104,0,0,0,0,0,0
8301,M18301,M,302.0,313.5,1326,28.6,201,0,0,0,0,0,0
8302,L18302,L,302.0,312.2,1619,36.7,37,0,0,0,0,0,0
8303,M18303,M,302.0,310.4,1609,29.8,69,0,0,0,0,0,0
8304,L18304,L,302.1,312.5,1484,53.8,202,0,0,0,0,0,0
8305,L18305,L,302.1,312.4,1399,37.9,80,0,0,0,0,0,0
8306,L18306,L,302.1,313.3,1348,38.7,186,0,0,0,0,0,0
8307,L18307,L,302.1,311.8,1430,39.7,65,0,0,0,0,0,0
8308,L18308,L,302.1,312.1,1563,33.2,40,0,0,0,0,0,0
8309,L18309,L,302.2,311.5,1421,46.3,23,0,0,0,0,0,0
8310,M18310,M,302.1,312.7,1691,43.8,177,0,0,0,0,0,0
8311,L18311,L,302.2,311.4,1649,45.5,4,0,0,0,0,0,0
8312,L18312,L,302.2,311.3,1500,32.7,20,0,0,0,0,0,0
8313,L18313,L,302.3,312.2,1454,46.8,5,0,0,0,0,0,0
8314,M18314,M,302.4,311.2,1443,46.1,131,0,0,0,0,0,0
8315,L18315,L,302.3,313.9,1660,38.6,8,0,0,0,0,0,0
8316,L18316,L,302.4,314.3,1434,45.4,68,0,0,0,0,0,0
8317,H18317,H,302.3,311.9,1593,41.6,67,0,0,0,0,0,0
8318,M18318,M,302.3,310.9,1502,30.4,125,0,0,0,0,0,0
8319,H18319,H,302.2,312.6,1571,38.9,136,0,0,0,0,0,0
8320,L18320,L,302.3,311.8,1418,37.1,145,0,0,0,0,0,0
8321,L18321,L,302.3,313.4,1467,40.5,58,0,0,0,0,0,0
8322,M18322,M,302.2,311.5,1498,46.1,170,0,0,0,0,0,0
8323,L18323,L,302.3,312.8,1437,30.2,79,0,0,0,0,0,0
8324,L18324,L,302.3,312.4,1625,37.3,193,0,0,0,0,0,0
8325,L18325,L,302.3,311.6,1424,35.1,28,0,0,0,0,0,0
8326,H18326,H,302.4,312.6,1442,35.3,175,0,0,0,0,0,0
8327,L18327,L,302.5,313.3,1636,35.1,50,0,0,0,0,0,0
8328,H18328,H,302.5,312.5,1616,40.4,169,0,0,0,0,0,0
8329,H18329,H,302.4,312.5,1659,43.1,35,0,0,0,0,0,0
8330,L18330,L,302.5,311.6,1309,42.1,75,0,0,0,0,0,0
8331,M18331,M,302.4,313.6,1520,41.1,249,0,0,0,0,0,0
8332,M18332,M,302.4,313.4,1509,43.7,104,0,0,0,0,0,0
8333,H18333,H,302.4,312.0,1444,54.3,44,0,0,0,0,0,0
8334,L18334,L,302.4,312.3,1532,40.8,100,0,0,0,0,0,0
8335,M18335,M,302.4,313.8,1468,46.1,225,0,0,0,0,0,0
8336,L18336,L,302.3,311.2,1516,45.8,162,0,0,0,0,0,0
8337,H18337,H,302.3,312.9,1840,50.7,103,1,0,0,1,0,0
8338,L18338,L,302.3,311.8,1532,43.4,5,0,0,0,0,0,0
8339,L18339,L,302.4,314.2,1536,34.9,164,0,0,0,0,0,0
8340,M18340,M,302.4,312.5,1582,41.8,35,0,0,0,0,0,0
8341,H18341,H,302.5,313.8,1518,41.5,211,0,0,0,0,0,0
8342,M18342,M,302.5,311.7,1390,44.9,143,0,0,0,0,0,0
8343,L18343,L,302.5,311.2,1335,34.8,199,0,0,0,0,0,0
8344,L18344,L,302.4,312.1,1497,47.6,235,1,0,0,0,1,0
8345,H18345,H,302.3,312.6,1473,40.0,21,0,0,0,0,0,0
8346,M18346,M,302.4,311.9,1304,45.0,68,0,0,0,0,0,0
8347,H18347,H,302.5,313.2,1663,41.9,68,0,0,0,0,0,0
8348,L18348,L,302.4,312.2,1511,40.7,245,0,0,0,0,0,0
8349,L18349,L,302.4,310.4,1644,41.4,62,0,0,0,0,0,0
8350,M18350,M,302.5,313.0,1277,44.0,236,0,0,0,0,0,0
8351,H18351,H,302.5,311.6,1646,51.8,74,0,0,0,0,0,0
8352,L18352,L,302.4,312.0,1451,27.9,106,0,0,0,0,0,0
8353,H18353,H,302.4,313.9,1626,43.2,18,0,0,0,0,0,0
8354,M18354,M,302.4,314.2,1521,40.3,230,0,0,0,0,0,0
8355,L18355,L,302.4,311.8,1545,38.9,208,0,0,0,0,0,0
8356,L18356,L,302.4,313.0,1545,25.8,228,0,0,0,0,0,0
8357,L18357,L,302.3,311.8,1457,43.5,101,0,0,0,0,0,0
8358,M18358,M,302.2,311.9,1435,39.3,125,0,0,0,0,0,0
8359,L18359,L,302.2,311.6,1464,35.0,126,0,0,0,0,0,0
8360,L18360,L,302.2,310.5,1353,40.3,145,1,0,1,0,0,0
8361,H18361,H,302.3,312.4,1452,38.2,113,0,0,0,0,0,0
8362,L18362,L,302.4,312.6,1430,29.5,72,0,0,0,0,0,0
8363,L18363,L,302.3,311.7,1350,40.5,113,0,0,0,0,0,0
8364,L18364,L,302.3,313.4,1546,43.5,242,0,0,0,0,0,0
8365,M18365,M,302.4,311.9,1501,36.7,144,0,0,0,0,0,0
8366,M18366,M,302.4,311.8,1525,41.6,40,0,0,0,0,0,0
8367,L18367,L,302.4,313.0,1570,40.6,160,0,0,0,0,0,0
8368,M18368,M,302.5,310.9,1476,46.3,211,0,0,0,0,0,0
8369,M18369,M,302.5,313.4,1406,39.4,182,0,0,0,0,0,0
8370,L18370,L,302.4,312.0,1530,44.8,81,0,0,0,0,0,0
8371,L18371,L,302.4,313.4,1208,38.1,151,0,0,0,0,0,0
8372,L18372,L,302.4,313.7,1489,51.8,76,0,0,0,0,0,0
8373,L18373,L,302.4,313.0,1577,37.4,167,0,0,0,0,0,0
8374,M18374,M,302.3,311.5,1605,35.9,27,0,0,0,0,0,0
8375,M18375,M,302.3,311.1,1447,39.4,109,0,0,0,0,0,0
8376,L18376,L,302.3,310.9,1276,35.6,194,1,0,1,0,0,0
8377,L18377,L,302.3,313.4,1237,32.5,227,0,0,0,0,0,0
8378,L18378,L,302.3,312.1,1564,44.4,202,0,0,0,0,0,0
8379,M18379,M,302.4,311.8,1465,21.6,166,1,0,0,1,0,0
8380,L18380,L,302.4,312.3,1702,35.7,20,0,0,0,0,0,0
8381,M18381,M,302.4,313.4,1359,31.9,164,0,0,0,0,0,0
8382,L18382,L,302.3,313.1,1534,40.9,129,0,0,0,0,0,0
8383,M18383,M,302.4,312.8,1666,26.9,5,0,0,0,0,0,0
8384,H18384,H,302.4,313.0,1521,43.3,51,0,0,0,0,0,0
8385,L18385,L,302.4,312.6,1341,43.9,4,0,0,0,0,0,0
8386,L18386,L,302.3,312.6,1777,30.2,174,0,0,0,0,0,0
8387,H18387,H,302.3,312.5,1658,41.1,42,0,0,0,0,0,0
8388,L18388,L,302.3,312.3,1477,43.1,95,0,0,0,0,0,0
8389,M18389,M,302.3,313.1,1582,45.6,100,0,0,0,0,0,0
8390,L18390,L,302.4,312.7,1583,31.2,113,0,0,0,0,0,0
8391,M18391,M,302.3,311.5,1564,30.3,39,0,0,0,0,0,0
8392,L18392,L,302.3,312.8,1362,49.0,138,0,0,0,0,0,0
8393,H18393,H,302.3,312.5,1532,35.1,208,0,0,0,0,0,0
8394,M18394,M,302.3,313.0,1646,36.8,141,0,0,0,0,0,0
8395,M18395,M,302.3,312.2,1550,43.8,1,0,0,0,0,0,0
8396,M18396,M,302.3,313.2,1540,33.0,166,0,0,0,0,0,0
8397,M18397,M,302.3,312.3,1446,38.4,190,0,0,0,0,0,0
8398,L18398,L,302.3,313.0,1410,45.4,62,0,0,0,0,0,0
8399,H18399,H,302.2,311.8,1343,31.5,118,0,0,0,0,0,0
8400,H18400,H,302.3,311.9,1576,37.0,145,0,0,0,0,0,0
8401,L18401,L,302.2,312.8,1478,33.2,224,1,1,0,0,0,0
8402,H18402,H,302.3,311.9,1366,35.4,93,0,0,0,0,0,0
8403,M18403,M,302.2,314.4,1598,47.1,78,0,0,0,0,0,0
8404,M18404,M,302.2,312.8,1441,48.4,220,0,0,0,0,0,0
8405,L18405,L,302.2,312.2,1414,41.5,217,0,0,0,0,0,0
8406,L18406,L,302.2,313.0,1450,43.2,128,0,0,0,0,0,0
8407,L18407,L,302.1,311.7,1481,43.0,144,0,0,0,0,0,0
8408,L18408,L,302.1,313.0,1546,36.0,53,0,0,0,0,0,0
8409,M18409,M,302.2,313.1,1412,41.4,121,0,0,0,0,0,0
8410,L18410,L,302.1,313.4,1601,32.2,123,0,0,0,0,0,0
8411,L18411,L,302.1,311.7,1548,34.2,166,0,0,0,0,0,0
8412,H18412,H,302.0,310.8,1449,39.5,175,0,0,0,0,0,0
8413,L18413,L,302.0,311.3,1484,33.6,65,0,0,0,0,0,0
8414,L18414,L,302.0,311.7,1458,32.4,142,0,0,0,0,0,0
8415,L18415,L,302.0,313.6,1507,35.7,21,0,0,0,0,0,0
8416,L18416,L,302.0,314.2,1652,46.9,19,0,0,0,0,0,0
8417,M18417,M,302.0,312.4,1457,49.3,92,0,0,0,0,0,0
8418,M18418,M,302.0,312.0,1519,39.8,216,0,0,0,0,0,0
8419,M18419,M,302.0,311.6,1430,43.5,170,0,0,0,0,0,0
8420,L18420,L,302.1,312.9,1553,36.6,183,0,0,0,0,0,0
8421,M18421,M,302.1,314.3,1528,27.6,151,0,0,0,0,0,0
8422,L18422,L,302.1,313.8,1633,34.6,225,0,0,0,0,0,0
8423,L18423,L,302.1,313.2,1417,38.1,42,0,0,0,0,0,0
8424,L18424,L,302.1,313.2,1569,40.8,20,0,0,0,0,0,0
8425,L18425,L,302.0,312.9,1626,39.4,47,0,0,0,0,0,0
8426,L18426,L,302.1,312.0,1456,38.3,65,0,0,0,0,0,0
8427,L18427,L,302.1,311.4,1487,36.6,114,0,0,0,0,0,0
8428,H18428,H,302.1,312.1,1519,42.1,15,0,0,0,0,0,0
8429,L18429,L,302.1,312.5,1476,31.8,167,0,0,0,0,0,0
8430,L18430,L,302.2,310.7,1518,44.8,20,0,0,0,0,0,0
8431,L18431,L,302.2,312.1,1567,36.5,179,0,0,0,0,0,0
8432,M18432,M,302.2,311.4,1489,52.4,100,0,0,0,0,0,0
8433,L18433,L,302.1,313.2,1488,38.1,7,0,0,0,0,0,0
8434,H18434,H,302.2,311.6,1527,37.1,249,0,0,0,0,0,0
8435,H18435,H,302.2,312.5,1460,36.6,205,0,0,0,0,0,0
8436,L18436,L,302.1,311.4,1465,37.2,109,0,0,0,0,0,0
8437,L18437,L,302.1,313.7,1410,43.6,182,0,0,0,0,0,0
8438,L18438,L,302.0,310.3,1496,39.7,85,0,0,0,0,0,0
8439,M18439,M,302.0,312.5,1545,45.9,209,0,0,0,0,0,0
8440,L18440,L,302.0,310.7,1473,42.8,57,0,0,0,0,0,0
8441,L18441,L,302.0,311.5,1423,40.2,4,0,0,0,0,0,0
8442,L18442,L,302.1,312.3,1490,42.2,169,0,0,0,0,0,0
8443,M18443,M,302.0,312.3,1540,47.2,110,0,0,0,0,0,0
8444,L18444,L,302.1,312.3,1513,43.9,108,0,0,0,0,0,0
8445,L18445,L,302.0,312.2,1723,41.7,29,0,0,0,0,0,0
8446,M18446,M,302.1,311.4,1434,42.5,94,0,0,0,0,0,0
8447,M18447,M,302.1,311.9,1485,33.1,8,0,0,0,0,0,0
8448,H18448,H,302.1,312.1,1578,55.4,248,1,0,0,1,1,0
8449,L18449,L,302.1,312.3,1431,43.2,94,0,0,0,0,0,0
8450,M18450,M,302.1,312.1,1693,43.8,94,0,0,0,0,0,0
8451,M18451,M,302.0,312.7,1500,39.8,40,0,0,0,0,0,0
8452,L18452,L,301.9,312.0,1556,26.2,50,0,0,0,0,0,0
8453,M18453,M,302.0,312.2,1502,38.4,184,0,0,0,0,0,0
8454,L18454,L,301.9,311.5,1602,40.5,200,0,0,0,0,0,0
8455,H18455,H,301.8,310.8,1394,35.1,228,0,0,0,0,0,0
8456,L18456,L,301.8,312.0,1657,35.0,60,0,0,0,0,0,0
8457,M18457,M,301.8,313.0,1523,38.0,5,0,0,0,0,0,0
8458,L18458,L,301.8,312.2,1566,44.6,118,0,0,0,0,0,0
8459,H18459,H,301.8,310.9,1426,47.5,233,0,0,0,0,0,0
8460,L18460,L,301.8,312.6,1534,41.0,25,0,0,0,0,0,0
8461,H18461,H,301.8,311.4,1403,36.6,201,0,0,0,0,0,0
8462,H18462,H,301.7,312.5,1618,37.8,5,0,0,0,0,0,0
8463,L18463,L,301.7,311.3,1371,40.6,52,0,0,0,0,0,0
8464,H18464,H,301.6,311.9,1515,41.3,60,0,0,0,0,0,0
8465,H18465,H,301.6,311.1,1461,42.6,160,0,0,0,0,0,0
8466,L18466,L,301.6,311.1,1344,37.4,243,0,0,0,0,0,0
8467,L18467,L,301.7,310.1,1406,43.2,172,0,0,0,0,0,0
8468,M18468,M,301.6,312.2,1545,42.7,93,0,0,0,0,0,0
8469,L18469,L,301.6,312.0,1410,37.6,39,0,0,0,0,0,0
8470,L18470,L,301.6,312.0,1433,29.7,23,0,0,0,0,0,0
8471,L18471,L,301.6,311.9,1537,34.7,91,0,0,0,0,0,0
8472,L18472,L,301.6,310.9,1591,49.4,44,0,0,0,0,0,0
8473,L18473,L,301.6,312.6,1566,29.8,37,0,0,0,0,0,0
8474,L18474,L,301.7,312.7,1495,47.9,156,0,0,0,0,0,0
8475,H18475,H,301.7,310.9,1522,29.6,242,0,0,0,0,0,0
8476,M18476,M,301.7,312.2,1512,35.4,107,0,0,0,0,0,0
8477,L18477,L,301.7,312.6,1396,37.8,206,0,0,0,0,0,0
8478,M18478,M,301.7,311.3,1528,50.7,135,0,0,0,0,0,0
8479,M18479,M,301.7,311.4,1395,40.2,63,0,0,0,0,0,0
8480,H18480,H,301.6,312.2,1561,38.7,86,0,0,0,0,0,0
8481,L18481,L,301.6,310.1,1514,34.4,106,0,0,0,0,0,0
8482,L18482,L,301.6,310.5,1284,43.1,200,0,0,0,0,0,0
8483,H18483,H,301.6,310.6,1598,36.9,50,0,0,0,0,0,0
8484,H18484,H,301.6,309.8,1448,38.6,202,0,0,0,0,0,0
8485,M18485,M,301.5,312.6,1440,37.8,5,0,0,0,0,0,0
8486,M18486,M,301.4,309.4,1596,44.3,174,0,0,0,0,0,0
8487,L18487,L,301.4,311.8,1484,44.6,176,0,0,0,0,0,0
8488,M18488,M,301.5,312.3,1560,34.7,203,0,0,0,0,0,0
8489,L18489,L,301.5,311.2,1435,36.2,247,0,0,0,0,0,0
8490,L18490,L,301.4,310.8,1580,35.6,225,0,0,0,0,0,0
8491,H18491,H,301.4,311.6,1520,41.1,84,0,0,0,0,0,0
8492,L18492,L,301.4,311.4,1540,45.4,159,0,0,0,0,0,0
8493,L18493,L,301.5,312.5,1482,41.2,181,0,0,0,0,0,0
8494,H18494,H,301.5,308.9,1663,26.9,35,0,0,0,0,0,0
8495,L18495,L,301.5,310.6,1687,44.6,88,0,0,0,0,0,0
8496,H18496,H,301.5,312.1,1280,31.9,98,0,0,0,0,0,0
8497,H18497,H,301.4,311.5,1593,35.7,225,0,0,0,0,0,0
8498,M18498,M,301.5,312.2,1392,41.2,146,0,0,0,0,0,0
8499,L18499,L,301.5,311.8,1551,39.5,36,0,0,0,0,0,0
8500,L18500,L,301.6,311.4,1322,45.2,16,0,0,0,0,0,0
8501,L18501,L,301.6,311.2,1540,36.3,207,0,0,0,0,0,0
8502,L18502,L,301.6,313.9,1416,34.2,15,0,0,0,0,0,0
8503,L18503,L,301.6,313.2,1454,38.1,185,0,0,0,0,0,0
8504,H18504,H,301.7,312.2,1457,45.9,171,0,0,0,0,0,0
8505,L18505,L,301.8,311.8,1427,43.8,195,0,0,0,0,0,0
8506,M18506,M,301.8,312.3,1429,40.5,48,0,0,0,0,0,0
8507,L18507,L,301.7,312.5,1460,48.0,248,1,0,0,0,1,0
8508,M18508,M,301.7,312.1,1485,46.9,93,0,0,0,0,0,0
8509,H18509,H,301.7,311.0,1532,44.7,50,0,0,0,0,0,0
8510,L18510,L,301.7,313.5,1686,32.9,225,0,0,0,0,0,0
8511,L18511,L,301.8,312.1,1405,44.7,4,0,0,0,0,0,0
8512,M18512,M,301.8,313.8,1513,38.8,96,0,0,0,0,0,0
8513,M18513,M,301.9,312.1,1577,37.6,185,0,0,0,0,0,0
8514,M18514,M,301.8,311.6,1429,35.9,173,0,0,0,0,0,0
8515,L18515,L,301.8,313.2,1274,39.0,182,0,0,0,0,0,0
8516,L18516,L,301.8,312.1,1309,36.2,72,0,0,0,0,0,0
8517,H18517,H,301.7,311.8,1278,41.0,144,0,0,0,0,0,0
8518,H18518,H,301.7,310.5,1654,39.0,139,0,0,0,0,0,0
8519,L18519,L,301.6,312.3,1561,41.3,151,0,0,0,0,0,0
8520,H18520,H,301.6,311.1,1576,43.3,55,0,0,0,0,0,0
8521,L18521,L,301.6,311.2,1598,38.2,182,0,0,0,0,0,0
8522,L18522,L,301.7,311.2,1442,35.6,121,0,0,0,0,0,0
8523,L18523,L,301.6,312.0,1730,28.0,243,0,0,0,0,0,0
8524,L18524,L,301.6,310.1,1534,44.6,125,0,0,0,0,0,0
8525,M18525,M,301.7,311.4,1493,40.5,203,0,0,0,0,0,0
8526,L18526,L,301.7,312.7,1611,38.9,78,0,0,0,0,0,0
8527,L18527,L,301.7,310.4,1567,47.0,15,0,0,0,0,0,0
8528,M18528,M,301.6,311.8,1634,32.3,125,0,0,0,0,0,0
8529,M18529,M,301.6,310.9,1639,40.3,86,0,0,0,0,0,0
8530,M18530,M,301.5,311.1,1465,34.2,209,0,0,0,0,0,0
8531,H18531,H,301.5,313.2,1519,43.9,21,0,0,0,0,0,0
8532,L18532,L,301.6,309.9,1409,26.6,109,0,0,0,0,0,0
8533,M18533,M,301.6,312.3,1337,44.8,171,0,0,0,0,0,0
8534,M18534,M,301.6,311.1,1584,44.6,94,0,0,0,0,0,0
8535,M18535,M,301.5,311.0,1596,34.5,42,0,0,0,0,0,0
8536,L18536,L,301.5,310.4,1302,40.4,78,0,0,0,0,0,0
8537,L18537,L,301.6,312.3,1428,34.6,244,0,0,0,0,0,0
8538,H18538,H,301.5,311.3,1506,42.6,20,0,0,0,0,0,0
8539,L18539,L,301.5,311.2,1515,44.9,122,0,0,0,0,0,0
8540,H18540,H,301.5,311.6,1705,34.0,7,0,0,0,0,0,0
8541,M18541,M,301.4,311.2,1437,32.2,48,0,0,0,0,0,0
8542,M18542,M,301.4,309.4,1483,46.6,231,0,0,0,0,0,0
8543,H18543,H,301.5,311.0,1565,51.6,227,0,0,0,0,0,0
8544,M18544,M,301.5,312.4,1465,43.0,124,0,0,0,0,0,0
8545,L18545,L,301.5,310.0,1450,43.4,105,0,0,0,0,0,0
8546,M18546,M,301.4,310.3,1441,38.0,229,0,0,0,0,0,0
8547,H18547,H,301.4,311.0,1523,41.1,133,0,0,0,0,0,0
8548,L18548,L,301.4,310.7,1482,42.1,80,0,0,0,0,0,0
8549,L18549,L,301.4,311.4,1568,38.9,103,0,0,0,0,0,0
8550,L18550,L,301.5,310.4,1536,48.1,108,0,0,0,0,0,0
8551,H18551,H,301.5,311.1,1208,41.1,174,0,0,0,0,0,0
8552,L18552,L,301.6,311.5,1325,41.8,163,0,0,0,0,0,0
8553,M18553,M,301.6,312.3,1450,39.0,124,0,0,0,0,0,0
8554,L18554,L,301.6,312.8,1598,39.6,91,0,0,0,0,0,0
8555,L18555,L,301.6,311.3,1435,47.3,120,0,0,0,0,0,0
8556,M18556,M,301.6,313.5,1537,40.9,110,0,0,0,0,0,0
8557,L18557,L,301.6,311.4,1560,41.0,22,0,0,0,0,0,0
8558,M18558,M,301.6,312.4,1554,41.1,158,0,0,0,0,0,0
8559,M18559,M,301.6,313.5,1445,37.8,109,0,0,0,0,0,0
8560,H18560,H,301.6,311.8,1385,31.6,74,0,0,0,0,0,0
8561,L18561,L,301.6,310.3,1369,49.4,61,0,0,0,0,0,0
8562,H18562,H,301.7,311.8,1797,46.4,211,0,0,0,0,0,0
8563,M18563,M,301.7,311.1,1546,47.5,95,0,0,0,0,0,0
8564,H18564,H,301.7,311.5,1684,33.6,208,0,0,0,0,0,0
8565,L18565,L,301.7,313.7,1417,48.7,56,0,0,0,0,0,0
8566,M18566,M,301.7,310.4,1625,51.8,233,1,0,0,0,1,0
8567,H18567,H,301.7,312.0,1452,46.3,101,0,0,0,0,0,0
8568,H18568,H,301.6,310.7,1497,49.9,69,0,0,0,0,0,0
8569,L18569,L,301.6,311.3,1471,44.8,64,0,0,0,0,0,0
8570,L18570,L,301.6,312.3,1412,34.9,36,0,0,0,0,0,0
8571,L18571,L,301.7,312.0,1414,43.0,67,0,0,0,0,0,0
8572,L18572,L,301.7,311.5,1496,33.9,222,0,0,0,0,0,0
8573,L18573,L,301.7,311.1,1441,36.4,74,0,0,0,0,0,0
8574,L18574,L,301.8,312.1,1513,41.9,16,0,0,0,0,0,0
8575,H18575,H,301.7,313.4,1416,41.1,134,0,0,0,0,0,0
8576,L18576,L,301.7,310.8,1571,42.8,51,0,0,0,0,0,0
8577,M18577,M,301.8,313.8,1454,29.2,162,0,0,0,0,0,0
8578,L18578,L,301.8,313.0,1664,39.1,129,0,0,0,0,0,0
8579,L18579,L,301.9,313.3,1495,43.3,167,0,0,0,0,0,0
8580,L18580,L,301.9,312.2,1490,44.5,36,0,0,0,0,0,0
8581,L18581,L,301.9,313.0,1660,44.9,249,1,0,0,0,1,0
8582,M18582,M,301.9,310.9,1450,41.5,56,0,0,0,0,0,0
8583,H18583,H,301.9,311.2,1459,37.7,100,0,0,0,0,0,0
8584,L18584,L,301.9,312.7,1430,43.0,9,0,0,0,0,0,0
8585,L18585,L,301.9,312.2,1520,38.2,203,0,0,0,0,0,0
8586,L18586,L,301.8,311.7,1426,45.4,80,0,0,0,0,0,0
8587,H18587,H,301.8,309.3,1578,42.6,173,0,0,0,0,0,0
8588,M18588,M,301.8,311.4,1495,39.6,89,0,0,0,0,0,0
8589,M18589,M,301.8,310.7,1584,35.4,132,0,0,0,0,0,0
8590,M18590,M,301.9,312.4,1573,46.7,132,0,0,0,0,0,0
8591,H18591,H,302.0,311.8,1449,43.4,119,0,0,0,0,0,0
8592,L18592,L,302.0,311.4,1426,52.6,101,0,0,0,0,0,0
8593,L18593,L,302.0,314.6,1467,43.2,238,0,0,0,0,0,0
8594,H18594,H,302.0,313.0,1501,43.7,26,0,0,0,0,0,0
8595,M18595,M,302.0,313.0,1533,31.2,4,0,0,0,0,0,0
8596,M18596,M,302.0,314.2,1545,41.9,60,0,0,0,0,0,0
8597,M18597,M,302.0,312.8,1497,38.1,135,0,0,0,0,0,0
8598,L18598,L,302.0,311.2,1432,45.0,158,0,0,0,0,0,0
8599,M18599,M,302.0,311.2,1441,42.0,96,0,0,0,0,0,0
8600,M18600,M,302.1,313.1,1552,45.9,148,0,0,0,0,0,0
8601,L18601,L,302.0,310.0,1435,52.8,226,1,0,0,0,1,0
8602,M18602,M,302.1,312.0,1556,35.2,20,0,0,0,0,0,0
8603,H18603,H,302.1,309.9,1559,45.7,50,0,0,0,0,0,0
8604,L18604,L,302.0,312.1,1653,44.1,78,0,0,0,0,0,0
8605,L18605,L,302.0,312.9,1452,51.9,227,1,0,0,0,1,0
8606,L18606,L,302.1,312.4,1467,44.2,58,0,0,0,0,0,0
8607,M18607,M,302.1,313.1,1269,43.6,248,0,0,0,0,0,0
8608,L18608,L,302.1,314.1,1406,45.1,1,0,0,0,0,0,0
8609,M18609,M,302.1,312.0,1404,45.5,157,0,0,0,0,0,0
8610,H18610,H,302.1,315.0,1551,48.7,57,0,0,0,0,0,0
8611,L18611,L,302.1,312.3,1681,35.1,219,0,0,0,0,0,0
8612,H18612,H,302.0,313.0,1558,37.6,208,0,0,0,0,0,0
8613,H18613,H,302.0,311.4,1599,50.4,235,0,0,0,0,0,0
8614,L18614,L,302.0,313.7,1429,28.2,19,0,0,0,0,0,0
8615,L18615,L,302.0,313.1,1380,39.5,167,0,0,0,0,0,0
8616,H18616,H,302.1,313.5,1476,40.9,156,0,0,0,0,0,0
8617,H18617,H,302.1,312.1,1438,38.9,132,0,0,0,0,0,0
